ocrr_dt,y_volt,x_volt,volt_rate,atmp_tmpr,road_tmpr,avg_road_stts_cd,trinspct_road_stts_cd,avg_road_ascat_symbl,trinspct_road_ascat_symbl,avg_rdsrfc_frct_nmvl,trinspct_rdsrfc_frct_nmvl,lens_stts_cd,surfc_grip,rltv_hmdt,scnd_atmp_tmpr,eqpm_tmpr,lat,lon
2024-02-08 09:23:51.785,529,575,0.919,2.69,3.09,3,3,WT2,WT2,5,5,4,FAIR,69.4,2.65,16.29,36.717512678895375,126.48081365130375
2024-02-08 09:21:03.093,407,482,0.843,-0.33,-5.39,3,3,WT2,WT2,5,5,4,FAIR,83.65,-0.44,4.57,35.659941591353906,129.4858524979843
2024-02-08 09:26:03.060,387,552,0.7010000000000001,0.07,-5.09,3,3,WT2,WT2,5,5,4,FAIR,83.94,-0.07,4.67,37.045172751201704,128.10190974882815
2024-02-08 09:27:51.349,538,578,0.932,2.75,3.45,3,3,WT2,WT2,5,5,4,FAIR,70.25,2.59,16.85,36.90366365014335,127.11587425716527
2024-02-08 09:28:03.067,463,562,0.8240000000000001,0.13,-5.17,3,3,WT2,WT2,5,5,4,FAIR,83.42,0.02,4.76,34.075023841350145,128.11591480700147
2024-02-08 09:35:03.881,435,525,0.8280000000000001,0.41000000000000003,-4.99,3,3,WT2,WT2,5,5,4,FAIR,82.83,0.31,4.97,36.57817775278881,127.00929952844538
2024-02-08 09:33:51.733,554,603,0.919,2.01,3.95,3,3,WT2,WT2,5,5,4,FAIR,67.55,2.2800000000000002,17.67,37.00027203975686,129.19017800924087
2024-02-08 09:41:51.114,574,623,0.922,2.43,4.61,3,3,WT2,WT2,5,5,4,FAIR,69.73,2.49,17.91,34.730536203911974,127.41159290033798
2024-02-08 09:18:51.345,513,557,0.921,1.99,2.51,3,3,WT2,WT2,5,5,4,FAIR,73.01,2.0,15.53,33.863045564511374,129.50606679877168
2024-02-08 09:38:03.100,407,547,0.743,0.53,-4.95,3,3,WT2,WT2,5,5,4,FAIR,81.84,0.42,5.04,33.013160777897944,127.54904040423914
2024-02-08 09:33:03.101,393,538,0.73,0.27,-4.91,3,3,WT2,WT2,5,5,4,FAIR,82.84,0.15,4.89,35.25451826546574,128.30184194818693
2024-02-08 09:24:51.733,530,575,0.921,2.73,3.05,3,3,WT2,WT2,5,5,4,FAIR,69.07,2.58,16.43,34.76216365769421,129.98872210503424
2024-02-08 09:22:03.069,452,556,0.8130000000000001,-0.27,-5.49,3,3,WT2,WT2,5,5,4,FAIR,83.59,-0.39,4.58,35.77454916912704,125.7348292050427
2024-02-08 09:31:03.067,444,582,0.763,0.07,-5.05,3,3,WT2,WT2,5,5,4,FAIR,82.8,0.01,4.8,33.94020546294393,128.68364574366703
2024-02-08 09:43:03.058,431,607,0.71,0.67,-4.77,3,3,WT2,WT2,5,5,4,FAIR,80.85,0.58,5.18,37.298327738332375,125.69436113957967
2024-02-08 09:25:51.596,535,578,0.926,2.75,3.09,3,3,WT2,WT2,5,5,4,FAIR,69.49,2.49,16.58,34.28877607814055,129.194331828822
2024-02-08 09:39:03.104,369,580,0.636,0.55,-4.91,3,3,WT2,WT2,5,5,4,FAIR,81.65,0.46,5.21,34.13214802543825,127.98226690581006
2024-02-08 09:40:51.206,575,623,0.924,2.21,4.55,3,3,WT2,WT2,5,5,4,FAIR,70.08,2.24,17.89,35.40357028242178,129.6907978030323
2024-02-08 09:37:03.431,353,565,0.624,0.47000000000000003,-4.93,3,3,WT2,WT2,5,5,4,FAIR,82.29,0.4,5.0,35.49425511872137,129.32978300972434
2024-02-08 09:38:51.367,5000,5000,1.0,2.01,3.49,9,9,MAX,MAX,1,1,0,GOOD,69.48,2.09,17.87,34.07542614392546,125.37436018734412
2024-02-08 09:32:51.805,553,597,0.926,2.43,3.85,3,3,WT2,WT2,5,5,4,FAIR,67.35,2.67,17.6,34.35930363362958,125.6865127083943
2024-02-08 09:44:03.031,339,552,0.615,0.47000000000000003,-4.79,3,3,WT2,WT2,5,5,4,FAIR,80.93,0.46,5.28,33.84852619577622,128.00585464303413
2024-02-08 09:34:03.121,438,535,0.8200000000000001,0.39,-4.89,3,3,WT2,WT2,5,5,4,FAIR,82.79,0.23,4.88,36.592300891615835,127.59157319971037
2024-02-08 09:35:51.627,559,610,0.916,2.03,4.07,3,3,WT2,WT2,5,5,4,FAIR,68.31,2.2,17.76,36.85044515627041,125.84282565306722
2024-02-08 09:30:51.075,547,587,0.931,3.21,3.99,3,3,WT2,WT2,5,5,4,FAIR,68.58,3.11,17.31,35.31164248729641,125.64679614135825
2024-02-08 09:27:03.000,398,526,0.756,0.15,-5.13,3,3,WT2,WT2,5,5,4,FAIR,83.89,-0.0,4.7,36.570435113425084,127.81995391720807
2024-02-08 09:19:51.246,515,562,0.917,2.09,2.65,3,3,WT2,WT2,5,5,4,FAIR,72.35,2.09,15.69,36.67967695968723,125.244607739875
2024-02-08 09:36:51.516,565,617,0.917,2.01,4.11,3,3,WT2,WT2,5,5,4,FAIR,69.1,2.13,17.8,33.69137763838904,129.3686765147672
2024-02-08 09:39:51.328,568,619,0.917,1.9100000000000001,4.37,3,3,WT2,WT2,5,5,4,FAIR,69.87,2.02,17.88,37.83089012417268,129.0354145990131
2024-02-08 09:42:03.052,392,477,0.8210000000000001,0.71,-4.63,3,3,WT2,WT2,5,5,4,FAIR,81.06,0.58,5.24,37.105159735482154,128.92684985855544
2024-02-08 09:24:03.039,437,549,0.796,-0.13,-5.25,3,3,WT2,WT2,5,5,4,FAIR,83.55,-0.28,4.63,34.02241730597912,125.0799857352037
2024-02-08 09:34:51.675,558,609,0.916,1.9500000000000002,3.99,3,3,WT2,WT2,5,5,4,FAIR,67.88,2.16,17.72,33.93082517873035,125.2382047170637
2024-02-08 09:25:03.159,422,559,0.755,-0.07,-5.27,3,3,WT2,WT2,5,5,4,FAIR,83.84,-0.17,4.6,33.62830572789792,127.74919560575364
2024-02-08 09:37:51.436,564,615,0.917,1.99,4.21,3,3,WT2,WT2,5,5,4,FAIR,69.1,2.12,17.84,33.69189281270959,129.97212844447088
2024-02-08 09:29:03.030,392,563,0.6960000000000001,0.07,-5.09,3,3,WT2,WT2,5,5,4,FAIR,83.09,0.05,4.78,36.74080899514348,126.71158100485675
2024-02-08 09:30:03.339,440,545,0.807,0.07,-5.05,3,3,WT2,WT2,5,5,4,FAIR,82.83,0.01,4.8100000000000005,35.34827128475812,126.72187408202672
2024-02-08 09:31:51.895,551,595,0.926,2.73,3.9699999999999998,3,3,WT2,WT2,5,5,4,FAIR,67.52,2.9,17.47,36.914670863699335,125.67138983430992
2024-02-08 09:40:03.067,426,538,0.791,0.63,-4.85,3,3,WT2,WT2,5,5,4,FAIR,81.45,0.48,5.22,36.73127447175103,128.3716790186975
2024-02-08 09:36:03.134,427,532,0.803,0.53,-4.87,3,3,WT2,WT2,5,5,4,FAIR,82.72,0.38,5.0,36.02306356752611,128.23338344497003
2024-02-08 09:32:03.049,398,565,0.704,0.17,-5.11,3,3,WT2,WT2,5,5,4,FAIR,82.98,0.07,4.89,36.431833032893394,125.5066120818958
2024-02-08 09:50:02.835,435,495,0.879,0.77,-4.57,3,3,WT2,WT2,5,5,4,FAIR,81.03,0.58,5.45,33.091778621895706,127.33706143534175
2024-02-08 09:52:03.662,416,547,0.761,0.87,-4.49,3,3,WT2,WT2,5,5,4,FAIR,81.64,0.68,5.64,34.55888823402511,128.33537454410987
2024-02-08 09:51:51.195,613,656,0.935,2.63,5.61,3,3,WT2,WT2,5,5,4,FAIR,67.2,2.7800000000000002,18.62,36.18911089629705,127.46758068160963
2024-02-08 09:50:51.296,607,647,0.9380000000000001,2.55,5.51,3,3,WT2,WT2,5,5,4,FAIR,67.97,2.73,18.58,33.04672476743122,128.37181790932377
2024-02-08 09:49:51.378,604,646,0.936,2.5700000000000003,5.33,3,3,WT2,WT2,5,5,4,FAIR,67.69,2.86,18.55,33.164884718412964,129.08135198715746
2024-02-08 09:51:02.809,475,581,0.8170000000000001,0.8300000000000001,-4.57,3,3,WT2,WT2,5,5,4,FAIR,81.43,0.63,5.57,37.259439912351915,128.42907716560885
2024-02-08 09:54:51.903,625,662,0.9450000000000001,3.23,6.03,3,3,WT2,WT2,5,5,4,FAIR,67.27,3.29,18.82,36.42012430846036,128.08057117915263
2024-02-08 10:03:03.139,444,509,0.873,1.17,-4.05,3,3,WT2,WT2,5,5,4,FAIR,78.62,0.91,6.11,34.32684866560172,129.26795128472247
2024-02-08 09:59:51.717,634,676,0.937,3.01,6.59,3,3,WT2,WT2,5,5,4,FAIR,66.7,3.2,19.1,36.439814200593545,129.50294283934895
2024-02-08 09:55:03.559,403,535,0.753,0.87,-4.49,3,3,WT2,WT2,5,5,4,FAIR,80.63,0.64,5.73,36.962283345696314,126.94443218587902
2024-02-08 09:57:51.778,629,669,0.9400000000000001,2.99,6.27,3,3,WT2,WT2,5,5,4,FAIR,66.68,3.25,19.03,34.5339714155505,125.86624943861943
2024-02-08 09:56:03.383,422,469,0.901,0.85,-4.45,3,3,WT2,WT2,5,5,4,FAIR,80.61,0.63,5.76,33.180186887495935,129.08930202004026
2024-02-08 10:09:03.115,397,532,0.745,1.13,-3.95,3,3,WT2,WT2,5,5,4,FAIR,77.49,0.98,6.43,37.66389562343867,126.06876553649741
2024-02-08 10:13:03.056,418,530,0.788,1.03,-2.93,3,3,WT2,WT2,5,5,4,FAIR,77.71,0.8300000000000001,6.6,34.72589919147815,129.64475334874544
2024-02-08 09:53:51.075,623,662,0.9410000000000001,3.13,6.01,3,3,WT2,WT2,5,5,4,FAIR,67.57,3.19,18.74,33.53240881642353,125.11438972610952
2024-02-08 09:58:51.738,630,672,0.9380000000000001,3.01,6.39,3,3,WT2,WT2,5,5,4,FAIR,67.36,3.2,19.06,35.45928435696574,129.6063559130965
2024-02-08 09:53:03.627,415,559,0.742,0.9500000000000001,-3.9699999999999998,3,3,WT2,WT2,5,5,4,FAIR,81.23,0.78,5.65,36.84233897832067,127.94591496306032
2024-02-08 10:14:51.735,673,717,0.9390000000000001,3.03,8.49,3,3,WT2,WT2,5,5,4,FAIR,66.93,3.15,19.17,34.108236573087794,128.8737105825644
2024-02-08 10:00:51.716,637,680,0.937,2.91,6.63,3,3,WT2,WT2,5,5,4,FAIR,66.88,3.19,19.13,34.34745025066682,126.99246293532202
2024-02-08 10:01:03.163,440,530,0.8290000000000001,1.17,-4.15,3,3,WT2,WT2,5,5,4,FAIR,78.66,0.97,6.05,34.213574933992916,129.9585814595444
2024-02-08 10:06:51.495,645,692,0.931,2.9699999999999998,7.45,3,3,WT2,WT2,5,5,4,FAIR,68.8,2.93,19.01,37.95836526415839,126.13775713783146
2024-02-08 10:12:03.079,419,549,0.762,1.05,-3.51,3,3,WT2,WT2,5,5,4,FAIR,77.66,0.79,6.54,33.98701866865271,126.32171831319087
2024-02-08 10:11:51.076,667,709,0.9400000000000001,2.85,7.93,3,3,WT2,WT2,5,5,4,FAIR,66.98,2.83,19.19,35.87760108483062,125.25716222018737
2024-02-08 10:02:03.199,337,537,0.627,1.19,-3.9699999999999998,3,3,WT2,WT2,5,5,4,FAIR,78.27,1.01,6.13,37.62632320828482,129.7023668153072
2024-02-08 10:00:03.240,443,515,0.86,1.07,-4.07,3,3,WT2,WT2,5,5,4,FAIR,78.93,0.9,5.99,33.73448284438889,127.28014651799339
2024-02-08 10:15:51.606,678,722,0.9390000000000001,2.85,8.35,3,3,WT2,WT2,5,5,4,FAIR,66.95,2.9,19.18,37.8542709893385,128.37426207359675
2024-02-08 10:19:03.630,365,526,0.6940000000000001,1.17,-1.53,3,3,WT2,WT2,5,5,4,FAIR,77.96,1.01,6.96,37.73738617197812,128.4372036373142
2024-02-08 10:18:02.839,479,562,0.852,1.13,-2.83,3,3,WT2,WT2,5,5,4,FAIR,77.93,0.9500000000000001,6.91,37.422859935291314,129.37251046141338
2024-02-08 10:18:51.427,680,728,0.935,2.77,8.75,3,3,WT2,WT2,5,5,4,FAIR,67.54,2.7800000000000002,19.0,34.07278260665001,128.32462625323205
2024-02-08 10:20:03.487,448,505,0.886,1.29,-1.35,3,3,WT2,WT2,5,5,4,FAIR,77.63,1.19,7.08,36.170275280054916,127.81010591152094
2024-02-08 10:16:51.565,675,723,0.934,2.91,8.61,3,3,WT2,WT2,5,5,4,FAIR,67.39,2.91,19.14,36.8044573648062,128.5515926209552
2024-02-08 10:29:03.514,437,567,0.772,1.63,-0.39,3,3,WT2,WT2,5,5,4,FAIR,75.26,1.52,7.76,37.93013964098215,128.75485399501562
2024-02-08 10:20:51.297,684,733,0.933,3.03,7.93,3,3,WT2,WT2,5,5,4,FAIR,68.41,3.02,18.85,33.90211911040685,125.9296397312424
2024-02-08 10:36:02.919,495,604,0.8180000000000001,2.11,-0.17,3,3,WT2,WT2,5,5,4,FAIR,73.03,1.99,8.74,36.83012949759648,125.54833519488376
2024-02-08 10:35:03.098,474,593,0.798,2.09,0.19,3,3,WT2,WT2,5,5,4,FAIR,73.31,1.9,8.56,34.694005849635566,125.37424425242781
2024-02-08 10:22:51.165,687,730,0.9410000000000001,2.65,7.43,3,3,WT2,WT2,5,5,4,FAIR,68.23,2.69,18.64,33.878132327840014,126.87026747261268
2024-02-08 10:23:51.144,687,735,0.935,2.51,7.63,3,3,WT2,WT2,5,5,4,FAIR,68.42,2.55,18.48,35.10688470606927,127.49000119918873
2024-02-08 10:33:51.435,714,748,0.9540000000000001,2.63,8.03,3,3,WT2,WT2,5,5,4,FAIR,68.02,2.52,17.36,36.96917956074308,128.0782494914493
2024-02-08 10:22:03.081,358,531,0.674,1.4100000000000001,-1.4100000000000001,3,3,WT2,WT2,5,5,4,FAIR,76.59,1.21,7.28,35.32424901852026,129.79017259844804
2024-02-08 10:27:51.815,695,737,0.9420000000000001,2.11,8.89,3,3,WT2,WT2,5,5,4,FAIR,69.23,2.02,17.83,35.687615501015244,126.65393910103504
2024-02-08 10:37:03.619,463,464,0.997,2.19,-1.73,3,3,WT2,WT2,5,5,4,FAIR,73.06,2.17,8.94,37.975797051000605,128.80437026038638
2024-02-08 10:21:03.288,475,540,0.88,1.33,-1.27,3,3,WT2,WT2,5,5,4,FAIR,76.98,1.2,7.15,34.99554649778713,127.65678809797443
2024-02-08 10:27:02.854,466,538,0.866,1.45,-0.87,3,3,WT2,WT2,5,5,4,FAIR,76.02,1.29,7.78,36.077003773546195,126.10044966043458
2024-02-08 10:26:51.838,696,741,0.9390000000000001,2.23,8.55,3,3,WT2,WT2,5,5,4,FAIR,68.87,2.23,17.98,34.82622100807686,128.0765271456438
2024-02-08 10:32:51.555,711,747,0.9510000000000001,2.51,9.33,3,3,WT2,WT2,5,5,4,FAIR,68.83,2.43,17.38,34.96392823164352,129.8358808914485
2024-02-08 10:36:51.245,723,753,0.9590000000000001,3.09,9.85,3,3,WT2,WT2,5,5,4,FAIR,67.42,3.04,17.54,36.47820376722704,125.62154149625636
2024-02-08 10:26:02.963,413,496,0.833,1.4100000000000001,-0.97,3,3,WT2,WT2,5,5,4,FAIR,76.88,1.18,7.77,37.689434880474415,127.53639882274615
2024-02-08 10:39:51.035,733,759,0.965,2.63,9.61,3,3,WT2,WT2,5,5,4,FAIR,67.17,2.65,17.9,35.71179475246161,125.25804177075264
2024-02-08 10:31:52.175,705,745,0.9460000000000001,2.51,9.31,3,3,WT2,WT2,5,5,4,FAIR,69.06,2.38,17.42,36.8419996447439,126.60608149448181
2024-02-08 10:35:51.255,719,750,0.9590000000000001,3.01,9.47,3,3,WT2,WT2,5,5,4,FAIR,67.42,2.87,17.42,33.44603279408482,128.10301338796995
2024-02-08 10:44:03.240,420,587,0.715,2.31,0.67,3,3,WT2,WT2,5,5,4,FAIR,72.29,2.17,9.44,34.05579018715964,129.20528468015377
2024-02-08 10:40:03.229,415,526,0.789,2.33,-1.79,3,3,WT2,WT2,5,5,4,FAIR,72.41,2.19,9.22,35.51065820459766,128.65164210863037
2024-02-08 10:44:51.555,745,769,0.968,3.31,9.73,3,3,WT2,WT2,5,5,4,FAIR,66.6,3.25,18.12,33.100058618143876,127.31428389107737
2024-02-08 10:40:51.905,972,940,1.034,2.71,6.23,3,2,WT2,WT1,5,4,4,FAIR,67.4,2.66,17.93,34.2642748938128,129.54611378552073
2024-02-08 10:48:03.467,435,560,0.776,2.93,1.29,3,3,WT2,WT2,5,5,4,FAIR,70.98,2.99,9.75,35.58700644912483,126.51357332511886
2024-02-08 10:48:51.320,746,768,0.971,3.01,9.17,3,3,WT2,WT2,5,5,4,FAIR,66.21,3.01,18.4,33.0748059912815,128.76991705112584
2024-02-08 10:47:03.384,407,629,0.647,2.73,1.25,3,3,WT2,WT2,5,5,4,FAIR,71.93,2.69,9.64,34.32273143113021,127.37004510873831
2024-02-08 10:53:02.891,480,542,0.885,3.69,1.87,3,3,WT2,WT2,5,5,4,FAIR,68.62,3.83,10.24,35.570154097379344,129.49317877336387
2024-02-08 10:46:03.310,486,603,0.806,2.5700000000000003,1.13,3,3,WT2,WT2,5,5,4,FAIR,71.57,2.47,9.53,35.86574623990623,128.98716410826881
2024-02-08 10:50:51.233,746,767,0.973,2.91,9.45,3,3,WT2,WT2,5,5,4,FAIR,65.67,3.01,18.55,37.628758465276526,129.50734830653548
2024-02-08 10:51:51.114,750,772,0.972,2.99,9.57,3,3,WT2,WT2,5,5,4,FAIR,65.85,3.09,18.64,36.22672811625304,126.07123924471037
2024-02-08 10:47:51.436,750,769,0.975,2.95,9.11,3,3,WT2,WT2,5,5,4,FAIR,66.69,2.94,18.3,35.07367901264997,128.34075216058105
2024-02-08 10:52:02.814,484,531,0.91,3.59,1.9100000000000001,3,3,WT2,WT2,5,5,4,FAIR,70.0,3.5700000000000003,10.19,37.65175588566534,128.6923170404082
2024-02-08 11:14:03.149,509,619,0.8220000000000001,4.07,2.89,3,3,WT2,WT2,5,5,4,FAIR,65.53,4.16,11.92,36.92441491693897,128.71207132641297
2024-02-08 11:10:03.248,551,685,0.804,3.73,1.05,3,3,WT2,WT2,5,5,4,FAIR,67.08,3.85,11.77,34.00004460556374,127.52000225233668
2024-02-08 10:57:51.606,756,774,0.976,3.01,7.93,3,3,WT2,WT2,5,5,4,FAIR,65.85,3.08,18.59,33.6542118067441,125.05625261173977
2024-02-08 11:01:51.285,751,774,0.97,2.75,8.07,3,3,WT2,WT2,5,5,4,FAIR,65.01,2.87,18.21,36.37905817871366,126.30715391934538
2024-02-08 11:12:03.307,580,560,1.035,4.01,2.45,3,3,WT2,WT2,5,5,4,FAIR,66.04,4.08,11.84,35.79941582788492,126.6165043750219
2024-02-08 11:01:03.174,446,603,0.739,2.5300000000000002,1.9100000000000001,3,3,WT2,WT2,5,5,4,FAIR,70.59,2.2800000000000002,11.05,36.94836806896378,129.2601830864088
2024-02-08 11:08:03.279,505,631,0.801,3.27,2.47,3,3,WT2,WT2,5,5,4,FAIR,67.94,3.41,11.5,36.69402525039343,129.2044290855211
2024-02-08 11:03:51.225,748,775,0.965,2.85,9.09,3,3,WT2,WT2,5,5,4,FAIR,66.3,2.7800000000000002,17.9,36.126057669287576,125.52340052018891
2024-02-08 10:53:51.855,753,773,0.975,3.01,8.25,3,3,WT2,WT2,5,5,4,FAIR,65.24,3.13,18.82,37.93191085814446,129.7491794088563
2024-02-08 11:11:03.337,507,591,0.857,3.89,1.71,3,3,WT2,WT2,5,5,4,FAIR,66.68,4.0,11.81,35.66794865055204,125.91228743325746
2024-02-08 11:04:02.889,440,662,0.664,2.63,2.37,3,3,WT2,WT2,5,5,4,FAIR,70.11,2.52,11.2,33.5655287825086,127.07179725650461
2024-02-08 10:59:51.445,756,775,0.975,3.43,7.45,3,3,WT2,WT2,5,5,4,FAIR,66.45,3.42,18.42,37.14136782407994,126.07578483055377
2024-02-08 10:58:51.498,2835,2739,1.035,3.23,7.63,3,1,WT2,DRY,5,2,0,FAIR,65.88,3.21,18.51,34.259266811728544,129.3016623441468
2024-02-08 11:15:03.070,548,586,0.935,3.93,2.73,3,3,WT2,WT2,5,5,4,FAIR,65.29,4.13,11.9,36.886510740719594,128.74701015929656
2024-02-08 10:56:51.695,753,773,0.975,2.93,8.05,3,3,WT2,WT2,5,5,4,FAIR,65.62,2.96,18.66,37.785535480000256,126.76764403443902
2024-02-08 11:13:03.218,471,587,0.802,4.17,2.69,3,3,WT2,WT2,5,5,4,FAIR,65.62,4.23,11.85,36.483977569821704,128.40939313013027
2024-02-08 11:09:51.759,1150,1138,1.011,2.65,7.19,3,2,WT2,WT1,5,4,4,FAIR,67.07,2.52,17.09,35.980150804749,125.9218344208577
2024-02-08 11:08:51.854,755,779,0.969,2.5700000000000003,7.55,3,3,WT2,WT2,5,5,4,FAIR,66.99,2.42,17.28,35.3019308783752,126.91148546188
2024-02-08 11:06:03.539,482,629,0.767,3.01,2.61,3,3,WT2,WT2,5,5,4,FAIR,68.65,3.04,11.31,34.82204932997702,126.88553794169054
2024-02-08 11:13:51.515,766,779,0.983,3.01,9.81,3,3,WT2,WT2,5,5,4,FAIR,65.36,2.83,16.46,34.76502375485918,126.189683408607
2024-02-08 10:55:03.050,448,612,0.733,4.01,1.8900000000000001,3,3,WT2,WT2,5,5,4,FAIR,66.18,4.02,10.63,36.18186352854795,129.38156024791442
2024-02-08 11:02:03.189,492,610,0.806,2.45,2.03,3,3,WT2,WT2,5,5,4,FAIR,70.79,2.17,11.12,36.75636558468873,128.39422867739563
2024-02-08 11:05:51.106,762,779,0.978,2.9699999999999998,9.43,3,3,WT2,WT2,5,5,4,FAIR,65.98,2.91,17.66,36.39258534742207,126.399696552819
2024-02-08 11:09:03.268,541,576,0.9390000000000001,3.51,2.05,3,3,WT2,WT2,5,5,4,FAIR,67.59,3.65,11.62,33.99205050596781,126.21060380314519
2024-02-08 11:11:51.665,761,779,0.976,2.69,7.29,3,3,WT2,WT2,5,5,4,FAIR,65.76,2.59,16.74,35.46993590071746,125.0897673549962
2024-02-08 11:07:03.449,488,608,0.803,2.93,2.63,3,3,WT2,WT2,5,5,4,FAIR,67.98,3.13,11.4,36.95820036091531,126.73291126896177
2024-02-08 11:06:51.036,759,780,0.973,2.59,8.05,3,3,WT2,WT2,5,5,4,FAIR,65.82,2.5700000000000003,17.56,35.37852039094528,127.63385641657659
2024-02-08 10:59:03.061,507,576,0.879,2.9699999999999998,1.25,3,3,WT2,WT2,5,5,4,FAIR,69.63,2.64,11.06,35.68311639867747,126.38855470954188
2024-02-08 11:07:51.880,756,780,0.969,2.33,7.71,3,3,WT2,WT2,5,5,4,FAIR,66.34,2.32,17.44,36.85568024085411,128.50229138214885
2024-02-08 11:17:02.847,521,624,0.836,3.41,2.93,3,3,WT2,WT2,5,5,4,FAIR,66.02,3.5300000000000002,11.97,36.30632653132546,127.05874764505633
2024-02-08 11:19:03.519,534,637,0.837,3.5300000000000002,3.17,3,3,WT2,WT2,5,5,4,FAIR,65.92,3.5700000000000003,12.0,35.04672460441196,126.58158918505335
2024-02-08 11:19:51.066,770,786,0.98,4.01,10.65,3,3,WT2,WT2,5,5,4,FAIR,62.4,4.0,16.79,37.47706355597109,129.69528829395165
2024-02-08 11:18:03.667,519,590,0.88,3.63,3.15,3,3,WT2,WT2,5,5,4,FAIR,66.28,3.61,11.96,33.812835343317396,126.3140043864407
2024-02-08 11:20:03.369,468,632,0.739,3.25,3.17,3,3,WT2,WT2,5,5,4,FAIR,64.91,3.36,12.0,37.97758224295163,126.99128810048329
2024-02-08 11:18:51.130,774,786,0.984,3.99,9.81,3,3,WT2,WT2,5,5,4,FAIR,62.53,3.99,16.72,33.59426289238119,126.91145394260386
2024-02-08 11:17:51.245,773,785,0.984,4.01,8.67,3,3,WT2,WT2,5,5,4,FAIR,63.79,3.89,16.62,33.0747498555212,126.20599172835624
2024-02-08 11:39:03.302,542,642,0.844,4.17,1.37,3,3,WT2,WT2,5,5,4,FAIR,63.1,4.06,12.02,37.45009450574382,126.08738369905208
2024-02-08 11:32:03.081,586,573,1.023,4.19,2.23,3,3,WT2,WT2,5,5,4,FAIR,63.59,4.16,11.66,34.22476754182978,126.51190009406702
2024-02-08 11:45:04.250,529,678,0.78,4.43,0.79,3,3,WT2,WT2,5,5,4,FAIR,60.01,4.57,12.37,36.6484981372336,129.32118084965592
2024-02-08 11:36:51.051,792,805,0.985,4.87,10.11,3,3,WT2,WT2,5,5,4,FAIR,59.39,4.79,17.85,37.055076874660344,128.83541443614646
2024-02-08 11:40:03.289,558,648,0.861,4.43,1.5899999999999999,3,3,WT2,WT2,5,5,4,FAIR,62.64,4.31,12.11,37.294931955160585,128.40499757080025
2024-02-08 11:31:51.312,780,800,0.976,4.19,10.21,3,3,WT2,WT2,5,5,4,FAIR,60.7,3.89,17.36,37.95797117832083,127.28551496321246
2024-02-08 11:25:03.592,585,661,0.885,3.61,2.9699999999999998,3,3,WT2,WT2,5,5,4,FAIR,66.1,3.56,12.09,34.470198550199996,127.53876992316302
2024-02-08 11:33:02.997,597,723,0.8260000000000001,4.19,2.05,3,3,WT2,WT2,5,5,4,FAIR,63.23,4.21,11.7,36.55121670963629,126.3356942274673
2024-02-08 11:40:51.691,792,811,0.977,4.79,12.17,3,3,WT2,WT2,5,5,4,FAIR,59.18,4.39,17.92,33.57699929140414,125.37157956917959
2024-02-08 11:30:03.254,581,635,0.915,3.85,2.61,3,3,WT2,WT2,5,5,4,FAIR,63.99,3.89,11.73,35.034046456784246,126.6552027836024
2024-02-08 11:23:03.069,597,604,0.988,3.5300000000000002,3.29,3,3,WT2,WT2,5,5,4,FAIR,66.47,3.31,12.13,37.23985846656295,127.47791877996183
2024-02-08 11:28:03.467,490,581,0.842,3.89,2.91,3,3,WT2,WT2,5,5,4,FAIR,64.69,3.79,11.88,34.83829023029554,125.28656523259666
2024-02-08 11:29:03.308,499,613,0.8150000000000001,3.93,2.75,3,3,WT2,WT2,5,5,4,FAIR,64.46,3.88,11.82,35.95547690267807,125.44116651028553
2024-02-08 11:33:51.246,780,806,0.968,4.31,12.07,3,3,WT2,WT2,5,5,4,FAIR,61.03,4.01,17.42,35.51886721862317,126.31512616442284
2024-02-08 11:21:03.243,480,601,0.799,3.49,3.25,3,3,WT2,WT2,5,5,4,FAIR,64.4,3.5,12.02,36.22975765556023,126.83540186796381
2024-02-08 11:31:03.111,557,691,0.806,4.01,2.55,3,3,WT2,WT2,5,5,4,FAIR,64.05,4.0,11.69,37.86447194693847,126.96658405559353
2024-02-08 11:52:51.825,790,814,0.97,4.59,12.59,3,3,WT2,WT2,5,5,4,FAIR,59.7,4.28,18.01,33.27867763250701,125.58943033144003
2024-02-08 11:53:03.039,471,631,0.747,3.35,0.59,3,3,WT2,WT2,5,5,4,FAIR,63.3,3.4,12.13,35.86980758750815,126.12910677267395
2024-02-08 11:46:51.191,790,810,0.976,4.87,12.27,3,3,WT2,WT2,5,5,4,FAIR,59.45,4.48,18.24,37.31514389625143,126.30823626031804
2024-02-08 11:51:02.997,563,617,0.913,3.91,0.91,3,3,WT2,WT2,5,5,4,FAIR,63.12,3.8,12.22,35.40691355874214,125.33817438100623
2024-02-08 11:55:03.239,435,679,0.64,3.91,0.73,3,3,WT2,WT2,5,5,4,FAIR,63.1,3.84,12.16,33.392635929707865,126.63049850294848
2024-02-08 11:47:51.165,792,813,0.974,4.97,13.39,3,3,WT2,WT2,5,5,4,FAIR,60.64,4.63,18.25,35.802696762083855,125.36110786377753
2024-02-08 11:50:51.861,788,814,0.967,4.71,11.89,3,3,WT2,WT2,5,5,4,FAIR,59.9,4.37,18.19,34.6603694541191,128.51728921554835
2024-02-08 11:54:51.665,791,813,0.973,4.97,13.03,3,3,WT2,WT2,5,5,4,FAIR,60.39,4.73,17.94,33.77470892668968,126.93023883278656
